MEM_GENDER,MEM_RACE,MEM_ETHNICITY,MEM_STATE,PRIMARY_CHRONIC_CONDITION_ROLLUP_DESC,member_count
F,3,3,MI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,11
F,3,3,MI,110 - BOTH CAD & DIABETES,18
F,3,3,MI,111 - CAD,34
F,3,3,MI,112 - DIABETES,114
F,3,3,MI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),220
F,3,3,MI,114 - COPD,39
F,3,3,MI,115 - ASTHMA,48
F,3,3,MI,116 - NEUROLOGIC DISORDERS,46
F,3,3,MI,117 - INTELLECTUAL DISABILITY,8
F,3,3,MI,118 - CONGENITAL ANOMALIES,4
F,3,3,MI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,95
F,3,3,MI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",109
F,3,3,MI,122 - GASTROINTESTINAL  DISORDERS,33
F,3,3,MI,123 - THYROID DISORDERS,91
F,3,3,MI,124 - DERMATOLOGIC DISORDERS,3
F,3,3,MI,126 - OTHER CHRONIC CONDITIONS,148
F,3,3,MI,128 - HEALTHY CHILD (2-5),34
F,3,3,MI,137 - HEALTHY FEMALE (6-15),71
F,3,3,MI,138 - HEALTHY FEMALE (16-40),257
F,3,3,MI,139 - HEALTHY FEMALE (41-64),262
F,3,3,MI,140 - HEALTHY FEMALE (65-69),61
F,3,3,MI,141 - HEALTHY FEMALE (70-74),46
F,3,3,MI,142 - HEALTHY FEMALE (75-79),22
F,3,3,MI,143 - HEALTHY FEMALE (80-84),11
F,3,3,MI,144 - HEALTHY FEMALE (85+),19
F,4,1,CA,101 - MAJOR PSYCHOSIS,161
F,4,1,CA,102 - SEVERE DEMENTIA,195
F,4,1,CA,103 - CANCER,376
F,4,1,CA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,478
F,4,1,CA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",390
F,4,1,CA,106 - HIV,48
F,4,1,CA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,215
F,4,1,CA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,265
F,4,1,CA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,38
F,4,1,CA,110 - BOTH CAD & DIABETES,115
F,4,1,CA,111 - CAD,79
F,4,1,CA,112 - DIABETES,2295
F,4,1,CA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1437
F,4,1,CA,114 - COPD,42
F,4,1,CA,115 - ASTHMA,1236
F,4,1,CA,116 - NEUROLOGIC DISORDERS,572
F,4,1,CA,117 - INTELLECTUAL DISABILITY,402
F,4,1,CA,118 - CONGENITAL ANOMALIES,207
F,4,1,CA,119 - CYSTIC FIBROSIS,1
F,4,1,CA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,423
F,4,1,CA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1852
F,4,1,CA,122 - GASTROINTESTINAL  DISORDERS,356
F,4,1,CA,123 - THYROID DISORDERS,764
F,4,1,CA,124 - DERMATOLOGIC DISORDERS,38
F,4,1,CA,126 - OTHER CHRONIC CONDITIONS,4105
F,4,1,CA,128 - HEALTHY CHILD (2-5),3494
F,4,1,CA,137 - HEALTHY FEMALE (6-15),9679
F,4,1,CA,138 - HEALTHY FEMALE (16-40),18038
F,4,1,CA,139 - HEALTHY FEMALE (41-64),8146
F,4,1,CA,140 - HEALTHY FEMALE (65-69),1045
F,4,1,CA,141 - HEALTHY FEMALE (70-74),661
F,4,1,CA,142 - HEALTHY FEMALE (75-79),515
F,4,1,CA,143 - HEALTHY FEMALE (80-84),370
F,4,1,CA,144 - HEALTHY FEMALE (85+),341
F,4,1,HI,101 - MAJOR PSYCHOSIS,6
F,4,1,HI,102 - SEVERE DEMENTIA,4
F,4,1,HI,103 - CANCER,10
F,4,1,HI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,20
F,4,1,HI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",7
F,4,1,HI,106 - HIV,1
F,4,1,HI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,4
F,4,1,HI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,7
F,4,1,HI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,4
F,4,1,HI,110 - BOTH CAD & DIABETES,8
F,4,1,HI,111 - CAD,1
F,4,1,HI,112 - DIABETES,63
F,4,1,HI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),61
F,4,1,HI,114 - COPD,6
F,4,1,HI,115 - ASTHMA,61
F,4,1,HI,116 - NEUROLOGIC DISORDERS,31
F,4,1,HI,117 - INTELLECTUAL DISABILITY,21
F,4,1,HI,118 - CONGENITAL ANOMALIES,13
F,4,1,HI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,23
F,4,1,HI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",100
F,4,1,HI,122 - GASTROINTESTINAL  DISORDERS,27
F,4,1,HI,123 - THYROID DISORDERS,12
F,4,1,HI,124 - DERMATOLOGIC DISORDERS,1
F,4,1,HI,126 - OTHER CHRONIC CONDITIONS,147
F,4,1,HI,128 - HEALTHY CHILD (2-5),101
F,4,1,HI,137 - HEALTHY FEMALE (6-15),234
F,4,1,HI,138 - HEALTHY FEMALE (16-40),376
F,4,1,HI,139 - HEALTHY FEMALE (41-64),71
F,4,1,HI,140 - HEALTHY FEMALE (65-69),6
F,4,1,HI,141 - HEALTHY FEMALE (70-74),4
F,4,1,HI,142 - HEALTHY FEMALE (75-79),3
F,4,1,HI,143 - HEALTHY FEMALE (80-84),2
F,4,1,HI,144 - HEALTHY FEMALE (85+),1
F,4,1,MI,101 - MAJOR PSYCHOSIS,2
F,4,1,MI,102 - SEVERE DEMENTIA,3
F,4,1,MI,103 - CANCER,5
F,4,1,MI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,14
F,4,1,MI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",4
F,4,1,MI,106 - HIV,1
F,4,1,MI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,2
F,4,1,MI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,4
F,4,1,MI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,4
F,4,1,MI,110 - BOTH CAD & DIABETES,5
F,4,1,MI,111 - CAD,1
F,4,1,MI,112 - DIABETES,38
F,4,1,MI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),38
F,4,1,MI,114 - COPD,4
F,4,1,MI,115 - ASTHMA,43
F,4,1,MI,116 - NEUROLOGIC DISORDERS,17
F,4,1,MI,117 - INTELLECTUAL DISABILITY,15
F,4,1,MI,118 - CONGENITAL ANOMALIES,10
F,4,1,MI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,16
F,4,1,MI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",79
F,4,1,MI,122 - GASTROINTESTINAL  DISORDERS,19
F,4,1,MI,123 - THYROID DISORDERS,10
F,4,1,MI,124 - DERMATOLOGIC DISORDERS,1
F,4,1,MI,126 - OTHER CHRONIC CONDITIONS,102
F,4,1,MI,128 - HEALTHY CHILD (2-5),72
F,4,1,MI,137 - HEALTHY FEMALE (6-15),158
F,4,1,MI,138 - HEALTHY FEMALE (16-40),266
F,4,1,MI,139 - HEALTHY FEMALE (41-64),47
F,4,1,MI,140 - HEALTHY FEMALE (65-69),3
F,4,1,MI,141 - HEALTHY FEMALE (70-74),1
F,4,1,MI,142 - HEALTHY FEMALE (75-79),2
F,4,1,MI,143 - HEALTHY FEMALE (80-84),2
F,4,1,MI,144 - HEALTHY FEMALE (85+),1
F,4,1,WA,101 - MAJOR PSYCHOSIS,20
F,4,1,WA,102 - SEVERE DEMENTIA,6
F,4,1,WA,103 - CANCER,50
F,4,1,WA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,36
F,4,1,WA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",48
F,4,1,WA,106 - HIV,8
F,4,1,WA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,17
F,4,1,WA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,35
F,4,1,WA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,9
F,4,1,WA,110 - BOTH CAD & DIABETES,5
F,4,1,WA,111 - CAD,6
F,4,1,WA,112 - DIABETES,201
F,4,1,WA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),121
F,4,1,WA,114 - COPD,5
F,4,1,WA,115 - ASTHMA,297
F,4,1,WA,116 - NEUROLOGIC DISORDERS,135
F,4,1,WA,117 - INTELLECTUAL DISABILITY,131
F,4,1,WA,118 - CONGENITAL ANOMALIES,55
F,4,1,WA,119 - CYSTIC FIBROSIS,1
F,4,1,WA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,59
F,4,1,WA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",626
F,4,1,WA,122 - GASTROINTESTINAL  DISORDERS,91
F,4,1,WA,123 - THYROID DISORDERS,74
F,4,1,WA,124 - DERMATOLOGIC DISORDERS,5
F,4,1,WA,126 - OTHER CHRONIC CONDITIONS,594
F,4,1,WA,128 - HEALTHY CHILD (2-5),585
F,4,1,WA,137 - HEALTHY FEMALE (6-15),1328
F,4,1,WA,138 - HEALTHY FEMALE (16-40),2077
F,4,1,WA,139 - HEALTHY FEMALE (41-64),426
F,4,1,WA,140 - HEALTHY FEMALE (65-69),29
F,4,1,WA,141 - HEALTHY FEMALE (70-74),18
F,4,1,WA,142 - HEALTHY FEMALE (75-79),17
F,4,1,WA,143 - HEALTHY FEMALE (80-84),13
F,4,1,WA,144 - HEALTHY FEMALE (85+),11
F,4,2,CA,101 - MAJOR PSYCHOSIS,97
F,4,2,CA,102 - SEVERE DEMENTIA,110
F,4,2,CA,103 - CANCER,326
F,4,2,CA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,266
F,4,2,CA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",255
F,4,2,CA,106 - HIV,33
F,4,2,CA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,149
F,4,2,CA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,187
F,4,2,CA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,60
F,4,2,CA,110 - BOTH CAD & DIABETES,77
F,4,2,CA,111 - CAD,72
F,4,2,CA,112 - DIABETES,1041
F,4,2,CA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1212
F,4,2,CA,114 - COPD,71
F,4,2,CA,115 - ASTHMA,555
F,4,2,CA,116 - NEUROLOGIC DISORDERS,328
F,4,2,CA,117 - INTELLECTUAL DISABILITY,172
F,4,2,CA,118 - CONGENITAL ANOMALIES,99
F,4,2,CA,119 - CYSTIC FIBROSIS,2
F,4,2,CA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,368
F,4,2,CA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1092
F,4,2,CA,122 - GASTROINTESTINAL  DISORDERS,255
F,4,2,CA,123 - THYROID DISORDERS,599
F,4,2,CA,124 - DERMATOLOGIC DISORDERS,27
F,4,2,CA,126 - OTHER CHRONIC CONDITIONS,1746
F,4,2,CA,128 - HEALTHY CHILD (2-5),1258
F,4,2,CA,137 - HEALTHY FEMALE (6-15),2180
F,4,2,CA,138 - HEALTHY FEMALE (16-40),5733
F,4,2,CA,139 - HEALTHY FEMALE (41-64),4588
F,4,2,CA,140 - HEALTHY FEMALE (65-69),506
F,4,2,CA,141 - HEALTHY FEMALE (70-74),261
F,4,2,CA,142 - HEALTHY FEMALE (75-79),164
F,4,2,CA,143 - HEALTHY FEMALE (80-84),142
F,4,2,CA,144 - HEALTHY FEMALE (85+),149
F,4,2,HI,101 - MAJOR PSYCHOSIS,168
F,4,2,HI,102 - SEVERE DEMENTIA,63
F,4,2,HI,103 - CANCER,370
F,4,2,HI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,440
F,4,2,HI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",202
F,4,2,HI,106 - HIV,22
F,4,2,HI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,164
F,4,2,HI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,325
F,4,2,HI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,96
F,4,2,HI,110 - BOTH CAD & DIABETES,121
F,4,2,HI,111 - CAD,121
F,4,2,HI,112 - DIABETES,919
F,4,2,HI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1410
F,4,2,HI,114 - COPD,192
F,4,2,HI,115 - ASTHMA,992
F,4,2,HI,116 - NEUROLOGIC DISORDERS,602
F,4,2,HI,117 - INTELLECTUAL DISABILITY,291
F,4,2,HI,118 - CONGENITAL ANOMALIES,198
F,4,2,HI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,371
F,4,2,HI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1639
F,4,2,HI,122 - GASTROINTESTINAL  DISORDERS,368
F,4,2,HI,123 - THYROID DISORDERS,306
F,4,2,HI,124 - DERMATOLOGIC DISORDERS,29
F,4,2,HI,126 - OTHER CHRONIC CONDITIONS,1808
F,4,2,HI,128 - HEALTHY CHILD (2-5),1212
F,4,2,HI,137 - HEALTHY FEMALE (6-15),2343
F,4,2,HI,138 - HEALTHY FEMALE (16-40),4457
F,4,2,HI,139 - HEALTHY FEMALE (41-64),1616
F,4,2,HI,140 - HEALTHY FEMALE (65-69),158
F,4,2,HI,141 - HEALTHY FEMALE (70-74),66
F,4,2,HI,142 - HEALTHY FEMALE (75-79),31
F,4,2,HI,143 - HEALTHY FEMALE (80-84),16
F,4,2,HI,144 - HEALTHY FEMALE (85+),11
F,4,2,MI,101 - MAJOR PSYCHOSIS,111
F,4,2,MI,102 - SEVERE DEMENTIA,32
F,4,2,MI,103 - CANCER,227
F,4,2,MI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,270
F,4,2,MI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",138
F,4,2,MI,106 - HIV,17
F,4,2,MI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,105
F,4,2,MI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,197
F,4,2,MI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,59
F,4,2,MI,110 - BOTH CAD & DIABETES,69
F,4,2,MI,111 - CAD,84
F,4,2,MI,112 - DIABETES,564
F,4,2,MI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),883
F,4,2,MI,114 - COPD,121
F,4,2,MI,115 - ASTHMA,629
F,4,2,MI,116 - NEUROLOGIC DISORDERS,381
F,4,2,MI,117 - INTELLECTUAL DISABILITY,181
F,4,2,MI,118 - CONGENITAL ANOMALIES,123
F,4,2,MI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,237
F,4,2,MI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1055
F,4,2,MI,122 - GASTROINTESTINAL  DISORDERS,236
F,4,2,MI,123 - THYROID DISORDERS,182
F,4,2,MI,124 - DERMATOLOGIC DISORDERS,16
F,4,2,MI,126 - OTHER CHRONIC CONDITIONS,1131
F,4,2,MI,128 - HEALTHY CHILD (2-5),782
F,4,2,MI,137 - HEALTHY FEMALE (6-15),1537
F,4,2,MI,138 - HEALTHY FEMALE (16-40),2867
F,4,2,MI,139 - HEALTHY FEMALE (41-64),900
F,4,2,MI,140 - HEALTHY FEMALE (65-69),90
F,4,2,MI,141 - HEALTHY FEMALE (70-74),39
F,4,2,MI,142 - HEALTHY FEMALE (75-79),18
F,4,2,MI,143 - HEALTHY FEMALE (80-84),11
F,4,2,MI,144 - HEALTHY FEMALE (85+),8
F,4,2,WA,101 - MAJOR PSYCHOSIS,25
F,4,2,WA,102 - SEVERE DEMENTIA,28
F,4,2,WA,103 - CANCER,87
F,4,2,WA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,66
F,4,2,WA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",43
F,4,2,WA,106 - HIV,9
F,4,2,WA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,36
F,4,2,WA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,45
F,4,2,WA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,17
F,4,2,WA,110 - BOTH CAD & DIABETES,12
F,4,2,WA,111 - CAD,16
F,4,2,WA,112 - DIABETES,201
F,4,2,WA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),231
F,4,2,WA,114 - COPD,20
F,4,2,WA,115 - ASTHMA,181
F,4,2,WA,116 - NEUROLOGIC DISORDERS,101
F,4,2,WA,117 - INTELLECTUAL DISABILITY,91
F,4,2,WA,118 - CONGENITAL ANOMALIES,54
F,4,2,WA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,89
F,4,2,WA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",415
F,4,2,WA,122 - GASTROINTESTINAL  DISORDERS,72
F,4,2,WA,123 - THYROID DISORDERS,133
F,4,2,WA,124 - DERMATOLOGIC DISORDERS,5
F,4,2,WA,126 - OTHER CHRONIC CONDITIONS,350
F,4,2,WA,128 - HEALTHY CHILD (2-5),516
F,4,2,WA,137 - HEALTHY FEMALE (6-15),776
F,4,2,WA,138 - HEALTHY FEMALE (16-40),1480
F,4,2,WA,139 - HEALTHY FEMALE (41-64),794
F,4,2,WA,140 - HEALTHY FEMALE (65-69),131
F,4,2,WA,141 - HEALTHY FEMALE (70-74),59
F,4,2,WA,142 - HEALTHY FEMALE (75-79),50
F,4,2,WA,143 - HEALTHY FEMALE (80-84),43
F,4,2,WA,144 - HEALTHY FEMALE (85+),43
F,4,3,CA,101 - MAJOR PSYCHOSIS,186
F,4,3,CA,102 - SEVERE DEMENTIA,195
F,4,3,CA,103 - CANCER,579
F,4,3,CA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,527
F,4,3,CA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",289
F,4,3,CA,106 - HIV,25
F,4,3,CA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,257
F,4,3,CA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,331
F,4,3,CA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,83
F,4,3,CA,110 - BOTH CAD & DIABETES,86
F,4,3,CA,111 - CAD,121
F,4,3,CA,112 - DIABETES,1368
F,4,3,CA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1779
F,4,3,CA,114 - COPD,98
F,4,3,CA,115 - ASTHMA,789
F,4,3,CA,116 - NEUROLOGIC DISORDERS,671
F,4,3,CA,117 - INTELLECTUAL DISABILITY,181
F,4,3,CA,118 - CONGENITAL ANOMALIES,154
F,4,3,CA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,705
F,4,3,CA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1737
F,4,3,CA,122 - GASTROINTESTINAL  DISORDERS,307
F,4,3,CA,123 - THYROID DISORDERS,992
F,4,3,CA,124 - DERMATOLOGIC DISORDERS,57
F,4,3,CA,126 - OTHER CHRONIC CONDITIONS,2190
F,4,3,CA,128 - HEALTHY CHILD (2-5),1603
F,4,3,CA,137 - HEALTHY FEMALE (6-15),2669
F,4,3,CA,138 - HEALTHY FEMALE (16-40),9409
F,4,3,CA,139 - HEALTHY FEMALE (41-64),6481
F,4,3,CA,140 - HEALTHY FEMALE (65-69),881
F,4,3,CA,141 - HEALTHY FEMALE (70-74),419
F,4,3,CA,142 - HEALTHY FEMALE (75-79),307
F,4,3,CA,143 - HEALTHY FEMALE (80-84),180
F,4,3,CA,144 - HEALTHY FEMALE (85+),148
F,4,3,CA,145 - OTHER HEALTHY (UNKNOWN AGE OR GENDER),1
F,4,3,HI,101 - MAJOR PSYCHOSIS,169
F,4,3,HI,102 - SEVERE DEMENTIA,94
F,4,3,HI,103 - CANCER,535
F,4,3,HI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,449
F,4,3,HI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",213
F,4,3,HI,106 - HIV,21
F,4,3,HI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,233
F,4,3,HI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,342
F,4,3,HI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,158
F,4,3,HI,110 - BOTH CAD & DIABETES,109
F,4,3,HI,111 - CAD,109
F,4,3,HI,112 - DIABETES,1082
F,4,3,HI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1681
F,4,3,HI,114 - COPD,180
F,4,3,HI,115 - ASTHMA,1153
F,4,3,HI,116 - NEUROLOGIC DISORDERS,786
F,4,3,HI,117 - INTELLECTUAL DISABILITY,313
F,4,3,HI,118 - CONGENITAL ANOMALIES,179
F,4,3,HI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,581
F,4,3,HI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",2052
F,4,3,HI,122 - GASTROINTESTINAL  DISORDERS,448
F,4,3,HI,123 - THYROID DISORDERS,453
F,4,3,HI,124 - DERMATOLOGIC DISORDERS,41
F,4,3,HI,126 - OTHER CHRONIC CONDITIONS,1909
F,4,3,HI,128 - HEALTHY CHILD (2-5),1405
F,4,3,HI,137 - HEALTHY FEMALE (6-15),2396
F,4,3,HI,138 - HEALTHY FEMALE (16-40),5919
F,4,3,HI,139 - HEALTHY FEMALE (41-64),2561
F,4,3,HI,140 - HEALTHY FEMALE (65-69),155
F,4,3,HI,141 - HEALTHY FEMALE (70-74),69
F,4,3,HI,142 - HEALTHY FEMALE (75-79),49
F,4,3,HI,143 - HEALTHY FEMALE (80-84),22
F,4,3,HI,144 - HEALTHY FEMALE (85+),25
F,4,3,MI,101 - MAJOR PSYCHOSIS,104
F,4,3,MI,102 - SEVERE DEMENTIA,52
F,4,3,MI,103 - CANCER,331
F,4,3,MI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,265
F,4,3,MI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",130
F,4,3,MI,106 - HIV,13
F,4,3,MI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,129
F,4,3,MI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,180
F,4,3,MI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,89
F,4,3,MI,110 - BOTH CAD & DIABETES,55
F,4,3,MI,111 - CAD,66
F,4,3,MI,112 - DIABETES,623
F,4,3,MI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),997
F,4,3,MI,114 - COPD,117
F,4,3,MI,115 - ASTHMA,683
F,4,3,MI,116 - NEUROLOGIC DISORDERS,447
F,4,3,MI,117 - INTELLECTUAL DISABILITY,185
F,4,3,MI,118 - CONGENITAL ANOMALIES,97
F,4,3,MI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,320
F,4,3,MI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1262
F,4,3,MI,122 - GASTROINTESTINAL  DISORDERS,278
F,4,3,MI,123 - THYROID DISORDERS,237
F,4,3,MI,124 - DERMATOLOGIC DISORDERS,17
F,4,3,MI,126 - OTHER CHRONIC CONDITIONS,1159
F,4,3,MI,128 - HEALTHY CHILD (2-5),889
F,4,3,MI,137 - HEALTHY FEMALE (6-15),1458
F,4,3,MI,138 - HEALTHY FEMALE (16-40),3554
F,4,3,MI,139 - HEALTHY FEMALE (41-64),1389
F,4,3,MI,140 - HEALTHY FEMALE (65-69),69
F,4,3,MI,141 - HEALTHY FEMALE (70-74),35
F,4,3,MI,142 - HEALTHY FEMALE (75-79),28
F,4,3,MI,143 - HEALTHY FEMALE (80-84),17
F,4,3,MI,144 - HEALTHY FEMALE (85+),16
F,4,3,WA,101 - MAJOR PSYCHOSIS,20
F,4,3,WA,102 - SEVERE DEMENTIA,29
F,4,3,WA,103 - CANCER,39
F,4,3,WA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,44
F,4,3,WA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",21
F,4,3,WA,106 - HIV,3
F,4,3,WA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,11
F,4,3,WA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,44
F,4,3,WA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,5
F,4,3,WA,110 - BOTH CAD & DIABETES,14
F,4,3,WA,111 - CAD,15
F,4,3,WA,112 - DIABETES,109
F,4,3,WA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),127
F,4,3,WA,114 - COPD,15
F,4,3,WA,115 - ASTHMA,51
